,Franchise,City,Date,Product,Sales,Target Sales,Profit,Target Profit
1808,503,Banglore,9/1/2018,Earl Grey,? 87.78,? 108.00,? 20.44,? 28.80
1809,503,Banglore,10/1/2018,Earl Grey,? 47.88,? 49.50,? 11.48,? 16.00
1810,503,Banglore,11/1/2018,Earl Grey,? 52.44,? 49.50,? 20.44,? 16.00
1811,503,Banglore,12/1/2018,Earl Grey,? 80.56,? 90.00,? 24.08,? 22.40
1812,503,Banglore,1/1/2019,Earl Grey,? 39.14,? 40.50,? 11.20,? 12.80
1813,503,Banglore,2/1/2019,Earl Grey,? 21.28,? 31.50,? 3.64,? 9.60
1814,503,Banglore,3/1/2019,Earl Grey,? 76.38,? 67.50,? 30.52,? 25.60
1815,503,Banglore,4/1/2019,Earl Grey,? 51.68,? 49.50,? -4.20,
1816,503,Banglore,5/1/2019,Earl Grey,? 57.00,? 76.50,? 10.64,? 16.00
1817,503,Banglore,6/1/2019,Earl Grey,? 49.40,? 58.50,? 4.76,? 6.40
1818,503,Banglore,7/1/2019,Earl Grey,? 42.56,? 45.00,? 12.04,? 12.80
1819,503,Banglore,8/1/2019,Earl Grey,? 45.98,? 45.00,? 9.52,? 9.60
1820,503,Banglore,9/1/2019,Earl Grey,? 29.26,? 22.50,? -1.12,? 3.20
1821,503,Banglore,10/1/2019,Earl Grey,? 47.50,? 49.50,? 11.20,? 16.00
1822,503,Banglore,11/1/2019,Earl Grey,? 67.64,? 63.00,? 26.04,? 22.40
1823,503,Banglore,12/1/2019,Earl Grey,? 47.12,? 63.00,? 7.56,? 16.00
1824,503,Banglore,1/1/2018,Green Tea,? 33.25,? 27.50,? -18.50,? 12.50
1825,503,Banglore,2/1/2018,Green Tea,? 34.75,? 30.00,? -21.50,? 12.50
1826,503,Banglore,3/1/2018,Green Tea,? 39.25,? 30.00,? -29.25,? 0.00
1827,503,Banglore,4/1/2018,Green Tea,? 29.00,? 20.00,? -40.00,? 0.00
1828,503,Banglore,5/1/2018,Green Tea,? 23.50,? 12.50,? -26.00,? 2.50
1829,503,Banglore,6/1/2018,Green Tea,? 47.00,? 55.00,? -11.50,? 20.00
1830,503,Banglore,7/1/2018,Green Tea,? 37.75,? 32.50,? -17.75,? 15.00
1831,503,Banglore,8/1/2018,Green Tea,? 32.25,? 27.50,? -14.50,? 12.50
1832,503,Banglore,9/1/2018,Green Tea,? 23.75,? 15.00,? -25.25,? 5.00
1833,503,Banglore,10/1/2018,Green Tea,? 59.00,? 52.50,? -8.25,? 27.50
1834,503,Banglore,11/1/2018,Green Tea,? 12.75,? 17.50,? -27.50,? 12.50
1835,503,Banglore,12/1/2018,Green Tea,? 33.00,? 37.50,? -20.25,? 15.00
1836,503,Banglore,1/1/2019,Green Tea,? 27.25,? 12.50,? -31.50,? 5.00
1837,503,Banglore,2/1/2019,Green Tea,? 20.50,? 12.50,? -27.75,? 2.50
1838,503,Banglore,3/1/2019,Green Tea,? 36.75,? 30.00,? -29.50,? 0.00
1839,503,Banglore,4/1/2019,Green Tea,? 41.75,? 35.00,? -34.25,
1840,503,Banglore,5/1/2019,Green Tea,? 24.25,? 30.00,? -24.75,? 10.00
1841,503,Banglore,6/1/2019,Green Tea,? 28.75,? 25.00,? -19.25,? 12.50
1842,503,Banglore,7/1/2019,Green Tea,? 20.00,? 12.50,? -31.50,? 2.50
1843,503,Banglore,8/1/2019,Green Tea,? 28.25,? 20.00,? -19.50,? 5.00
1844,503,Banglore,9/1/2019,Green Tea,? 26.25,? 25.00,? -19.00,? 10.00
1845,503,Banglore,10/1/2019,Green Tea,? 11.25,? 7.50,? -33.75,? 0.00
1846,503,Banglore,11/1/2019,Green Tea,? 50.25,? 37.50,? -27.25,? 2.50
1847,503,Banglore,12/1/2019,Green Tea,? 39.75,? 32.50,? -29.25,? 2.50
1848,503,Banglore,1/1/2018,Lemon,? 40.25,? 33.00,? 16.52,? 11.20
1849,503,Banglore,2/1/2018,Lemon,? 37.80,? 42.90,? 5.32,? 14.00
1850,503,Banglore,3/1/2018,Lemon,? 51.80,? 52.80,? 14.84,? 14.00
1851,503,Banglore,4/1/2018,Lemon,? 79.45,? 75.90,? 4.76,? 8.40
1852,503,Banglore,5/1/2018,Lemon,? 28.35,? 26.40,? 8.68,? 8.40
1853,503,Banglore,6/1/2018,Lemon,? 52.50,? 33.00,? 0.84,? 2.80
1854,503,Banglore,7/1/2018,Lemon,? 52.15,? 49.50,? 6.44,? 8.40
1855,503,Banglore,8/1/2018,Lemon,? 38.15,? 39.60,? 13.16,? 14.00
1856,503,Banglore,9/1/2018,Lemon,? 59.50,? 66.00,? 13.16,? 19.60
1857,503,Banglore,10/1/2018,Lemon,? 50.05,? 39.60,? 22.40,? 16.80
1858,503,Banglore,11/1/2018,Lemon,? 71.40,? 69.30,? 17.36,? 22.40
1859,503,Banglore,12/1/2018,Lemon,? 30.45,? 26.40,? 8.68,? 11.20
1860,503,Banglore,1/1/2019,Lemon,? 43.75,? 36.30,? 9.52,? 11.20
1861,503,Banglore,2/1/2019,Lemon,? 54.25,? 59.40,? 11.48,? 16.80
1862,503,Banglore,3/1/2019,Lemon,? 26.25,? 16.50,? -1.12,? 2.80
1863,503,Banglore,4/1/2019,Lemon,? 64.75,? 49.50,? 27.44,? 22.40
1864,503,Banglore,5/1/2019,Lemon,? 59.85,? 46.20,? 7.00,? 5.60
1865,503,Banglore,6/1/2019,Lemon,? 38.50,? 39.60,? 13.16,? 14.00
1866,503,Banglore,7/1/2019,Lemon,? 38.50,? 39.60,? 9.80,? 14.00
1867,503,Banglore,8/1/2019,Lemon,? 42.00,? 33.00,? 7.00,? 8.40
1868,503,Banglore,9/1/2019,Lemon,? 87.50,? 79.20,? 5.60,? 8.40
1869,503,Banglore,10/1/2019,Lemon,? 50.75,? 52.80,? 13.16,? 19.60
1870,503,Banglore,11/1/2019,Lemon,? 48.30,? 39.60,? -15.96,
1871,503,Banglore,12/1/2019,Lemon,? 56.00,? 66.00,? 7.56,? 16.80
1872,503,Banglore,1/1/2018,Mint,? 63.45,? 68.00,? 20.00,? 22.80
1873,503,Banglore,2/1/2018,Mint,? 102.15,? 92.00,? 6.80,? 11.40
1874,503,Banglore,3/1/2018,Mint,? 37.80,? 24.00,? 16.80,? 15.20
1875,503,Banglore,4/1/2018,Mint,? 39.60,? 24.00,? 0.40,? 7.60
1876,503,Banglore,5/1/2018,Mint,? 54.90,? 44.00,? -3.20,? 0.00
1877,503,Banglore,6/1/2018,Mint,? 80.10,? 88.00,? 13.60,? 26.60
1878,503,Banglore,7/1/2018,Mint,? 55.80,? 44.00,? 18.80,? 15.20
1879,503,Banglore,8/1/2018,Mint,? 40.05,? 32.00,? 12.40,? 15.20
1880,503,Banglore,9/1/2018,Mint,? 57.15,? 44.00,? -1.20,? 3.80
1881,503,Banglore,10/1/2018,Mint,? 81.90,? 84.00,? 21.20,? 30.40
1882,503,Banglore,11/1/2018,Mint,? 46.80,? 36.00,? 11.60,? 15.20
1883,503,Banglore,12/1/2018,Mint,? 85.50,? 84.00,? 29.20,? 30.40
1884,503,Banglore,1/1/2019,Mint,? 56.70,? 32.00,? -2.40,? 0.00
1885,503,Banglore,2/1/2019,Mint,? 57.60,? 44.00,? -0.80,? 3.80
1886,503,Banglore,3/1/2019,Mint,? 40.95,? 24.00,? 7.60,? 7.60
1887,503,Banglore,4/1/2019,Mint,? 81.00,? 72.00,? 20.00,? 22.80
1888,503,Banglore,5/1/2019,Mint,? 78.75,? 80.00,? 26.80,? 26.60
1889,503,Banglore,6/1/2019,Mint,? 58.50,? 44.00,? -4.80,? 0.00
1890,503,Banglore,7/1/2019,Mint,? 49.05,? 48.00,? 19.20,? 19.00
1891,503,Banglore,8/1/2019,Mint,? 85.05,? 88.00,? 22.40,? 34.20
1892,503,Banglore,9/1/2019,Mint,? 69.30,? 52.00,? 0.80,? 3.80
1893,503,Banglore,10/1/2019,Mint,? 31.05,? 16.00,? -4.80,? 3.80
1894,503,Banglore,11/1/2019,Mint,? 55.80,? 44.00,? 22.00,? 19.00
1895,503,Banglore,12/1/2019,Mint,? 26.10,? 12.00,? -7.60,? 0.00
1896,503,Banglore,1/1/2018,Colombian,? 70.00,? 113.00,,? -10.00
1897,503,Banglore,2/1/2018,Colombian,? 80.00,? 101.00,? 30.00,? 24.00
1898,503,Banglore,3/1/2018,Colombian,? 130.00,? 151.00,? 60.00,? 48.00
1899,503,Banglore,4/1/2018,Colombian,? 150.00,? 159.00,? 30.00,? 34.00
1900,503,Banglore,5/1/2018,Colombian,? 60.00,? 92.00,? 20.00,? 14.00
1901,503,Banglore,6/1/2018,Colombian,? 200.00,? 164.00,? 70.00,? 45.00
1902,503,Banglore,7/1/2018,Colombian,? 200.00,? 177.00,? 70.00,? 50.00
1903,503,Banglore,8/1/2018,Colombian,? 80.00,? 108.00,? 30.00,? 36.00
1904,503,Banglore,9/1/2018,Colombian,? 70.00,? 113.00,? 10.00,? -10.00
1905,503,Banglore,10/1/2018,Colombian,? 210.00,? 169.00,? 70.00,? 31.00
1906,503,Banglore,11/1/2018,Colombian,? 160.00,? 174.00,? 60.00,? 86.00
1907,503,Banglore,12/1/2018,Colombian,? 330.00,? 317.00,? 60.00,? 35.00
1908,503,Banglore,1/1/2019,Colombian,? 70.00,? 120.00,? 40.00,? 45.00
1909,503,Banglore,2/1/2019,Colombian,? 120.00,? 110.00,? 50.00,? 34.00
1910,503,Banglore,3/1/2019,Colombian,? 70.00,? 105.00,? 30.00,? 19.00
1911,503,Banglore,4/1/2019,Colombian,? 70.00,? 85.00,? 30.00,? 30.00
1912,503,Banglore,5/1/2019,Colombian,? 210.00,? 167.00,? 70.00,? 44.00
1913,503,Banglore,6/1/2019,Colombian,? 20.00,? 60.00,? 10.00,? -18.00
1914,503,Banglore,7/1/2019,Colombian,? 130.00,? 141.00,? 50.00,? 48.00
1915,503,Banglore,8/1/2019,Colombian,? 100.00,? 121.00,? 40.00,? 46.00
1916,503,Banglore,9/1/2019,Colombian,? 50.00,? 87.00,? 10.00,? 13.00
1917,503,Banglore,10/1/2019,Colombian,? 130.00,? 168.00,? 50.00,? 73.00
1918,503,Banglore,11/1/2019,Colombian,? 100.00,? 108.00,? 40.00,? 58.00
1919,503,Banglore,12/1/2019,Colombian,? 90.00,? 128.00,? 60.00,? 49.00
1920,608,Delhi,1/1/2018,Cappuccino,? 72.40,? 64.00,? 29.40,? 20.00
1921,608,Delhi,2/1/2018,Cappuccino,? 35.00,? 42.00,? 11.60,? 18.00
1922,608,Delhi,3/1/2018,Cappuccino,? 44.80,? 28.00,? 20.20,? 12.00
1923,608,Delhi,4/1/2018,Cappuccino,? 76.40,? 64.00,? 30.80,? 20.00
1924,608,Delhi,5/1/2018,Cappuccino,? 21.20,? 14.00,? 5.60,? 4.00
1925,608,Delhi,6/1/2018,Cappuccino,? 29.20,? 34.00,? 5.40,? 10.00
1926,608,Delhi,7/1/2018,Cappuccino,? 65.80,? 54.00,? 34.20,? 24.00
1927,608,Delhi,8/1/2018,Cappuccino,? 22.60,? 28.00,? 2.20,? 8.00
1928,608,Delhi,9/1/2018,Cappuccino,? 45.00,? 38.00,? 15.00,? 16.00
1929,608,Delhi,10/1/2018,Cappuccino,? 12.20,? 10.00,? 5.20,? 6.00
1930,608,Delhi,11/1/2018,Cappuccino,? 22.00,? 20.00,? 7.00,? 8.00
1931,608,Delhi,12/1/2018,Cappuccino,? 31.00,? 28.00,? 8.00,? 10.00
1932,608,Delhi,1/1/2019,Cappuccino,? 21.80,? 20.00,? 9.40,? 8.00
1933,608,Delhi,2/1/2019,Cappuccino,? 19.60,? 22.00,? 0.20,? 4.00
1934,608,Delhi,3/1/2019,Cappuccino,? 27.40,? 32.00,? -1.20,? 8.00
1935,608,Delhi,4/1/2019,Cappuccino,? 26.60,? 30.00,? -0.80,? 6.00
1936,608,Delhi,5/1/2019,Cappuccino,? 45.40,? 56.00,? 3.40,? 14.00
1937,608,Delhi,6/1/2019,Cappuccino,? 18.40,? 14.00,? 9.00,? 8.00
1938,608,Delhi,7/1/2019,Cappuccino,? 25.00,? 28.00,? -0.80,? 2.00
1939,608,Delhi,8/1/2019,Cappuccino,? 46.00,? 40.00,? 21.80,? 18.00
1940,608,Delhi,9/1/2019,Cappuccino,? 16.20,? 14.00,? 6.20,? 6.00
1941,608,Delhi,10/1/2019,Cappuccino,? 25.80,? 24.00,? 5.60,? 8.00
1942,608,Delhi,11/1/2019,Cappuccino,? 36.00,? 24.00,? 14.00,? 10.00
1943,608,Delhi,12/1/2019,Cappuccino,? 19.80,? 16.00,? 7.20,? 10.00
1944,608,Delhi,1/1/2018,Caffe Latte,? 77.00,? 63.00,? 5.85,? 6.00
1945,608,Delhi,2/1/2018,Caffe Latte,? 156.80,? 182.00,? 10.40,? 24.00
1946,608,Delhi,3/1/2018,Caffe Latte,? 82.60,? 77.00,? 7.15,? 12.00
1947,608,Delhi,4/1/2018,Caffe Latte,? 92.40,? 84.00,? 16.25,? 12.00
1948,608,Delhi,5/1/2018,Caffe Latte,? 146.30,? 182.00,? 68.25,? 72.00
1949,608,Delhi,6/1/2018,Caffe Latte,? 104.30,? 70.00,? 1.30,? 6.00
1950,608,Delhi,7/1/2018,Caffe Latte,? 133.00,? 161.00,? 5.85,? 36.00
1951,608,Delhi,8/1/2018,Caffe Latte,? 100.80,? 42.00,? 0.00,? 6.00
1952,608,Delhi,9/1/2018,Caffe Latte,? 112.00,? 70.00,? 0.00,? 6.00
1953,608,Delhi,10/1/2018,Caffe Latte,? 152.60,? 63.00,? 61.75,? 30.00
1954,608,Delhi,11/1/2018,Caffe Latte,? 79.80,? 77.00,? 11.05,? 18.00
1955,608,Delhi,12/1/2018,Caffe Latte,? 73.50,? 49.00,? -5.20,? 6.00
1956,608,Delhi,1/1/2019,Caffe Latte,? 72.80,? 77.00,? 0.65,? 12.00
1957,608,Delhi,2/1/2019,Caffe Latte,? 125.30,? 140.00,? 28.60,? 36.00
1958,608,Delhi,3/1/2019,Caffe Latte,? 169.40,? 196.00,? 16.25,? 42.00
1959,608,Delhi,4/1/2019,Caffe Latte,? 63.00,? 42.00,? 13.00,? 18.00
1960,608,Delhi,5/1/2019,Caffe Latte,? 143.50,? 63.00,? 41.60,? 30.00
1961,608,Delhi,6/1/2019,Caffe Latte,? 184.80,? 231.00,? 15.60,? 54.00
1962,608,Delhi,7/1/2019,Caffe Latte,? 121.80,? 77.00,? 42.90,? 24.00
1963,608,Delhi,8/1/2019,Caffe Latte,? 82.60,? 77.00,? 15.60,? 24.00
1964,608,Delhi,9/1/2019,Caffe Latte,? 140.00,? 126.00,? 45.50,? 42.00
1965,608,Delhi,10/1/2019,Caffe Latte,? 91.00,? 112.00,? 24.70,? 42.00
1966,608,Delhi,11/1/2019,Caffe Latte,? 30.80,? 14.00,? 5.85,? 6.00
1967,608,Delhi,12/1/2019,Caffe Latte,? 131.60,? 119.00,? 49.40,? 36.00
1968,608,Delhi,1/1/2018,Regular Espresso,? 105.60,? 120.00,? 31.90,? 48.00
1969,608,Delhi,2/1/2018,Regular Espresso,? 72.60,? 66.00,? 7.15,? 12.00
1970,608,Delhi,3/1/2018,Regular Espresso,? 232.20,? 210.00,? 88.00,? 72.00
1971,608,Delhi,4/1/2018,Regular Espresso,? 138.00,? 90.00,? 44.55,? 36.00
1972,608,Delhi,5/1/2018,Regular Espresso,? 192.00,? 138.00,? 66.55,? 60.00
1973,608,Delhi,6/1/2018,Regular Espresso,? 172.80,? 162.00,? 61.60,? 54.00
1974,608,Delhi,7/1/2018,Regular Espresso,? 79.80,? 72.00,? 9.90,? 12.00
1975,608,Delhi,8/1/2018,Regular Espresso,? 30.60,? 18.00,? 5.50,? 12.00
1976,608,Delhi,9/1/2018,Regular Espresso,? 31.80,? 12.00,? 8.80,? 12.00
1977,608,Delhi,10/1/2018,Regular Espresso,? 33.60,? 18.00,? 12.10,? 12.00
1978,608,Delhi,11/1/2018,Regular Espresso,? 112.20,? 108.00,? 42.35,? 42.00
1979,608,Delhi,12/1/2018,Regular Espresso,? 68.40,? 78.00,? 23.10,? 30.00
1980,608,Delhi,1/1/2019,Regular Espresso,? 70.20,? 66.00,? 18.15,? 24.00
1981,608,Delhi,2/1/2019,Regular Espresso,? 33.60,? 30.00,? 7.15,? 12.00
1982,608,Delhi,3/1/2019,Regular Espresso,? 204.60,? 192.00,? 54.45,? 60.00
1983,608,Delhi,4/1/2019,Regular Espresso,? 92.40,? 84.00,? 22.55,? 36.00
1984,608,Delhi,5/1/2019,Regular Espresso,? 69.00,? 60.00,? 24.20,? 24.00
1985,608,Delhi,6/1/2019,Regular Espresso,? 68.40,? 78.00,? 17.60,? 30.00
1986,608,Delhi,7/1/2019,Regular Espresso,? 58.80,? 48.00,? 15.95,? 18.00
1987,608,Delhi,8/1/2019,Regular Espresso,? 132.60,? 162.00,? 8.80,? 36.00
1988,608,Delhi,9/1/2019,Regular Espresso,? 81.00,? 72.00,? 12.10,? 18.00
1989,608,Delhi,10/1/2019,Regular Espresso,? 40.80,? 36.00,? 16.50,? 24.00
1990,608,Delhi,11/1/2019,Regular Espresso,? 103.80,? 126.00,? 44.00,? 54.00
1991,608,Delhi,12/1/2019,Regular Espresso,? 48.00,? 30.00,? 15.40,? 18.00
1992,608,Delhi,1/1/2018,Darjeeling,? 74.40,? 88.00,? 0.00,? 14.00
1993,608,Delhi,2/1/2018,Darjeeling,? 89.60,? 112.00,? 3.00,? 28.00
1994,608,Delhi,3/1/2018,Darjeeling,? 112.00,? 96.00,? 35.25,? 35.00
1995,608,Delhi,4/1/2018,Darjeeling,? 225.60,? 152.00,? 78.75,? 56.00
1996,608,Delhi,5/1/2018,Darjeeling,? 91.20,? 56.00,? 22.50,? 14.00
1997,608,Delhi,6/1/2018,Darjeeling,? 80.80,? 96.00,? 18.75,? 35.00
1998,608,Delhi,7/1/2018,Darjeeling,? 90.40,? 40.00,? 23.25,? 21.00
1999,608,Delhi,8/1/2018,Darjeeling,? 100.80,? 120.00,? -2.25,? 21.00
2000,608,Delhi,9/1/2018,Darjeeling,? 106.40,? 72.00,? 33.75,? 28.00
2001,608,Delhi,10/1/2018,Darjeeling,? 86.40,? 96.00,? 27.75,? 35.00
2002,608,Delhi,11/1/2018,Darjeeling,? 228.80,? 152.00,? 78.00,? 56.00
2003,608,Delhi,12/1/2018,Darjeeling,? 59.20,? 48.00,? 27.00,? 28.00
2004,608,Delhi,1/1/2019,Darjeeling,? 160.80,? 96.00,? 81.75,? 35.00
2005,608,Delhi,2/1/2019,Darjeeling,? 218.40,? 144.00,? 75.75,? 49.00
2006,608,Delhi,3/1/2019,Darjeeling,? 122.40,? 48.00,? 0.00,? 7.00
2007,608,Delhi,4/1/2019,Darjeeling,? 148.00,? 120.00,? 53.25,? 56.00
2008,608,Delhi,5/1/2019,Darjeeling,? 94.40,? 80.00,? 33.75,? 35.00
2009,608,Delhi,6/1/2019,Darjeeling,? 112.80,? 80.00,? 36.75,? 35.00
2010,608,Delhi,7/1/2019,Darjeeling,? 170.40,? 184.00,? 10.50,? 42.00
2011,608,Delhi,8/1/2019,Darjeeling,? 60.80,? 56.00,? 15.75,? 21.00
2012,608,Delhi,9/1/2019,Darjeeling,? 188.00,? 120.00,? 59.25,? 35.00
2013,608,Delhi,10/1/2019,Darjeeling,? 82.40,? 96.00,? 18.75,? 28.00
2014,608,Delhi,11/1/2019,Darjeeling,? 102.40,? 64.00,? -2.25,? 0.00
2015,608,Delhi,12/1/2019,Darjeeling,? 44.80,? 16.00,? 18.00,? 14.00
2016,608,Delhi,1/1/2018,Decaf Irish Cream,? 80.10,? 54.00,? 22.40,? 25.50
2017,608,Delhi,2/1/2018,Decaf Irish Cream,? 135.00,? 126.00,? 31.20,? 51.00
2018,608,Delhi,3/1/2018,Decaf Irish Cream,? 115.20,? 90.00,? 14.40,? 34.00
2019,608,Delhi,4/1/2018,Decaf Irish Cream,? 151.20,? 126.00,? 48.80,? 51.00
2020,608,Delhi,5/1/2018,Decaf Irish Cream,? 88.20,? 54.00,? 26.40,? 17.00
2021,608,Delhi,6/1/2018,Decaf Irish Cream,? 54.00,? 45.00,? 15.20,? 17.00
2022,608,Delhi,7/1/2018,Decaf Irish Cream,? 65.70,? 54.00,? 26.40,? 34.00
2023,608,Delhi,8/1/2018,Decaf Irish Cream,? 126.90,? 108.00,? 21.60,? 17.00
2024,608,Delhi,9/1/2018,Decaf Irish Cream,? 110.70,? 99.00,? 21.60,? 34.00
2025,608,Delhi,10/1/2018,Decaf Irish Cream,? 105.30,? 90.00,? 49.60,? 42.50
2026,608,Delhi,11/1/2018,Decaf Irish Cream,? 180.00,? 117.00,? 53.60,? 42.50
2027,608,Delhi,12/1/2018,Decaf Irish Cream,? 121.50,? 108.00,? 33.60,? 34.00
2028,608,Delhi,1/1/2019,Decaf Irish Cream,? 141.30,? 117.00,? 40.80,? 42.50
2029,608,Delhi,2/1/2019,Decaf Irish Cream,? 109.80,? 99.00,? 29.60,? 34.00
2030,608,Delhi,3/1/2019,Decaf Irish Cream,? 108.90,? 117.00,? 37.60,? 42.50
2031,608,Delhi,4/1/2019,Decaf Irish Cream,? 292.50,? 270.00,? 97.60,? 102.00
2032,608,Delhi,5/1/2019,Decaf Irish Cream,? 122.40,? 144.00,? 44.80,? 59.50
2033,608,Delhi,6/1/2019,Decaf Irish Cream,? 224.10,? 144.00,? 69.60,? 51.00
2034,608,Delhi,7/1/2019,Decaf Irish Cream,? 116.10,? 99.00,? 15.20,? 17.00
2035,608,Delhi,8/1/2019,Decaf Irish Cream,? 113.40,? 72.00,? 33.60,? 25.50
2036,608,Delhi,9/1/2019,Decaf Irish Cream,? 85.50,? 99.00,? -8.00,? 17.00
2037,608,Delhi,10/1/2019,Decaf Irish Cream,? 107.10,? 90.00,? 41.60,? 34.00
2038,608,Delhi,11/1/2019,Decaf Irish Cream,? 268.20,? 252.00,? 66.40,? 76.50
2039,608,Delhi,12/1/2019,Decaf Irish Cream,? 83.70,? 72.00,? 29.60,? 25.50
2040,608,Delhi,1/1/2018,Earl Grey,? 60.80,? 90.00,? 7.84,? 19.20
2041,608,Delhi,2/1/2018,Earl Grey,? 43.32,? 58.50,? 11.76,? 16.00
2042,608,Delhi,3/1/2018,Earl Grey,? 48.64,? 36.00,? 14.00,? 9.60
2043,608,Delhi,4/1/2018,Earl Grey,? 42.18,? 63.00,? 1.68,? 12.80
2044,608,Delhi,5/1/2018,Earl Grey,? 34.20,? 27.00,? 5.60,? 9.60
2045,608,Delhi,6/1/2018,Earl Grey,? 100.70,? 72.00,? 36.12,? 19.20
2046,608,Delhi,7/1/2018,Earl Grey,? 105.26,? 81.00,? 28.56,? 22.40
2047,608,Delhi,8/1/2018,Earl Grey,? 82.84,? 72.00,? 30.24,? 28.80
2048,608,Delhi,9/1/2018,Earl Grey,? 74.86,? 63.00,? 17.36,? 16.00
2049,608,Delhi,10/1/2018,Earl Grey,? 37.62,? 36.00,? 8.40,? 9.60
2050,608,Delhi,11/1/2018,Earl Grey,? 59.28,? 81.00,? 14.00,? 22.40
2051,608,Delhi,12/1/2018,Earl Grey,? 62.70,? 85.50,? 10.36,? 16.00
2052,608,Delhi,1/1/2019,Earl Grey,? 117.80,? 121.50,? 32.20,? 38.40
2053,608,Delhi,2/1/2019,Earl Grey,? 60.42,? 63.00,? 9.52,? 9.60
2054,608,Delhi,3/1/2019,Earl Grey,? 60.42,? 45.00,? 0.84,? 3.20
2055,608,Delhi,4/1/2019,Earl Grey,? 90.82,? 117.00,? 6.72,? 12.80
2056,608,Delhi,5/1/2019,Earl Grey,? 56.62,? 54.00,? 19.60,? 16.00
2057,608,Delhi,6/1/2019,Earl Grey,? 48.64,? 72.00,? 10.64,? 22.40
2058,608,Delhi,7/1/2019,Earl Grey,? 32.30,? 22.50,? 11.76,? 9.60
2059,608,Delhi,8/1/2019,Earl Grey,? 27.74,? 22.50,? 7.00,? 9.60
2060,608,Delhi,9/1/2019,Earl Grey,? 44.46,? 49.50,? 4.20,? 6.40
2061,608,Delhi,10/1/2019,Earl Grey,? 42.94,? 40.50,? 13.16,? 12.80
2062,608,Delhi,11/1/2019,Earl Grey,? 73.72,? 76.50,? 22.12,? 22.40
2063,608,Delhi,12/1/2019,Earl Grey,? 32.30,? 31.50,? 8.40,? 16.00
2064,608,Delhi,1/1/2018,Green Tea,? 16.00,? 12.50,? -23.00,? 5.00
2065,608,Delhi,2/1/2018,Green Tea,? 43.50,? 37.50,? -18.00,? 20.00
2066,608,Delhi,3/1/2018,Green Tea,? 37.50,? 45.00,? -18.00,? 20.00
2067,608,Delhi,4/1/2018,Green Tea,? 41.00,? 37.50,? -18.75,? 10.00
2068,608,Delhi,5/1/2018,Green Tea,? 86.75,? 67.50,? 14.75,? 30.00
2069,608,Delhi,6/1/2018,Green Tea,? 26.50,? 32.50,? -32.00,? 7.50
2070,608,Delhi,7/1/2018,Green Tea,? 44.25,? 40.00,? -17.75,? 15.00
2071,608,Delhi,8/1/2018,Green Tea,? 86.50,? 75.00,? 15.25,? 30.00
2072,608,Delhi,9/1/2018,Green Tea,? 23.25,? 27.50,? -25.00,? 10.00
2073,608,Delhi,10/1/2018,Green Tea,? 34.25,? 20.00,? -16.00,? 7.50
2074,608,Delhi,11/1/2018,Green Tea,? 35.00,? 22.50,? -31.00,
2075,608,Delhi,12/1/2018,Green Tea,? 32.00,? 37.50,? -26.50,? 10.00
2076,608,Delhi,1/1/2019,Green Tea,? 10.25,? 5.00,? -27.00,? 2.50
2077,608,Delhi,2/1/2019,Green Tea,? 26.75,? 32.50,? -23.00,? 12.50
2078,608,Delhi,3/1/2019,Green Tea,? 41.00,? 35.00,? -14.75,? 15.00
2079,608,Delhi,4/1/2019,Green Tea,? 85.00,? 80.00,? -5.25,? 25.00
2080,608,Delhi,5/1/2019,Green Tea,? 10.25,? 5.00,? -27.75,? 2.50
2081,608,Delhi,6/1/2019,Green Tea,? 33.00,? 30.00,? -25.50,? 5.00
2082,608,Delhi,7/1/2019,Green Tea,? 35.00,? 32.50,? -21.75,? 12.50
2083,608,Delhi,8/1/2019,Green Tea,? 15.75,? 12.50,? -25.25,? 5.00
2084,608,Delhi,9/1/2019,Green Tea,? 14.00,? 7.50,? -24.00,? 5.00
2085,608,Delhi,10/1/2019,Green Tea,? 25.00,? 20.00,? -17.50,? 12.50
2086,608,Delhi,11/1/2019,Green Tea,? 32.25,? 30.00,? -26.25,? 5.00
2087,608,Delhi,12/1/2019,Green Tea,? 71.50,? 47.50,? -4.00,? 20.00
2088,608,Delhi,1/1/2018,Lemon,? 40.25,? 36.30,? 3.08,? 8.40
2089,608,Delhi,2/1/2018,Lemon,? 45.15,? 26.40,? 10.64,? 8.40
2090,608,Delhi,3/1/2018,Lemon,? 121.10,? 102.30,? 39.20,? 28.00
2091,608,Delhi,4/1/2018,Lemon,? 77.70,? 49.50,? 20.44,? 19.60
2092,608,Delhi,5/1/2018,Lemon,? 107.10,? 95.70,? 24.36,? 22.40
2093,608,Delhi,6/1/2018,Lemon,? 52.85,? 33.00,? 15.12,? 11.20
2094,608,Delhi,7/1/2018,Lemon,? 99.05,? 62.70,? 40.32,? 22.40
2095,608,Delhi,8/1/2018,Lemon,? 108.50,? 95.70,? 24.36,? 25.20
2096,608,Delhi,9/1/2018,Lemon,? 52.50,? 33.00,? 0.00,? 2.80
2097,608,Delhi,10/1/2018,Lemon,? 77.00,? 89.10,? 4.20,? 16.80
2098,608,Delhi,11/1/2018,Lemon,? 66.15,? 59.40,? 15.68,? 19.60
2099,608,Delhi,12/1/2018,Lemon,? 63.00,? 69.30,? 22.40,? 25.20
2100,608,Delhi,1/1/2019,Lemon,? 54.25,? 62.70,? 7.00,? 14.00
