Order ID,Customer ID,Location Id,Order Date
IN-2016-RB1936059-41138,RB-1936059,IndonKalimSamarinda,8/17/2016
IN-2016-EP139157-41138,EP-139157,AustrVictoGeelong,8/17/2016
IN-2016-CK1276078-41138,CK-1276078,MalaySabahSandakan,8/17/2016
ID-2016-VF21715102-41138,VF-21715102,PhiliNatioManila,8/17/2016
ID-2016-SH203957-41138,SH-203957,AustrWesteGeraldton,8/17/2016
ES-2016-SC2080045-41138,SC-2080045,FrancIle-dCergy,8/17/2016
ES-2016-PP1895548-41138,PP-1895548,GermaNorthCologne,8/17/2016
ES-2016-LM1706548-41138,LM-1706548,GermaBavarMunich,8/17/2016
ES-2016-GH14410139-41138,GH-14410139,UniteEnglaLondon,8/17/2016
AU-2016-DS30308-41138,DS-30308,AustrTyrolInnsbruck,8/17/2016
US-2016-MS17770140-41139,MS-177701406,UniteOhioColumbus,8/18/2016
US-2016-LH16900140-41139,LH-169001408,UniteArkanJonesboro,8/18/2016
US-2016-BS11365140-41139,BS-113651408,UniteGeorgColumbus,8/18/2016
MX-2016-RH1955536-41139,RH-1955536,DominSantoSanto Domingo,8/18/2016
IR-2016-JK562560-41139,JK-562560,IranArdabArdabil,8/18/2016
IN-2016-TH212357-41139,TH-212357,AustrQueenCaloundra,8/18/2016
IN-2016-SV2081566-41139,SV-2081566,JapanTokyoTokyo,8/18/2016
IN-2016-CS1184527-41139,CS-1184527,ChinaFujiaLuoyang,8/18/2016
ID-2016-CB1202599-41139,CB-1202599,PapuaNatioPort Moresby,8/18/2016
ES-2016-RR19525120-41139,RR-19525120,SpainMadriMadrid,8/18/2016
ES-2016-PS18970139-41139,PS-18970139,UniteEnglaTaunton,8/18/2016
CA-2016-JK15625140-41139,JK-156251406,UniteOhioColumbus,8/18/2016
CA-2016-DW13195140-41139,DW-131951404,UniteCalifLos Angeles,8/18/2016
US-2016-GH1442598-41140,GH-1442598,PanamPanamSan Miguelito,8/19/2016
SU-2016-SF10965122-41140,SF-10965122,SudanRed SBur Sudan,8/19/2016
SF-2016-KH6690117-41140,KH-6690117,SouthMpumaeMbalenhle,8/19/2016
IN-2016-VP2173058-41140,VP-2173058,IndiaUttarHapur,8/19/2016
IN-2016-EH139907-41140,EH-139907,AustrTasmaDevonport,8/19/2016
CA-2016-NC18535140-41140,NC-185351408,UniteVirgiHampton,8/19/2016
CA-2016-CR12730140-41140,CR-127301402,UniteIllinChicago,8/19/2016
IT-2016-TM21010125-41141,TM-21010125,SwitzVaudLausanne,8/20/2016
IN-2016-LP17080144-41141,LP-17080144,VietnHo ChHo Chi Minh City,8/20/2016
ES-2016-PS18760120-41141,PS-18760120,SpainMadriMadrid,8/20/2016
ES-2016-FO1430545-41141,FO-1430545,FrancIle-dNoisy-le-Grand,8/20/2016
US-2016-JF15415140-41142,JF-154151402,UniteMissoSaint Charles,8/21/2016
US-2016-AB1025518-41142,AB-1025518,BraziBahiaSalvador,8/21/2016
TU-2016-DP3000134-41142,DP-3000134,TurkeAydinNazilli,8/21/2016
MX-2016-LP1708082-41142,LP-1708082,MexicChiapSan Cristóbal de Las Casas,8/21/2016
MX-2016-DV1304582-41142,DV-1304582,MexicDistrMexico City,8/21/2016
IN-2016-DR1288027-41142,DR-1288027,ChinaHeiloDaqing,8/21/2016
IN-2016-DM1295558-41142,DM-1295558,IndiaGujarBhavnagar,8/21/2016
IN-2016-CC1214592-41142,CC-1214592,New ZManawLevin,8/21/2016
ID-2016-RS194207-41142,RS-194207,AustrVictoGeelong,8/21/2016
ES-2016-LC17140139-41142,LC-17140139,UniteEnglaBristol,8/21/2016
ES-2016-BP1129045-41142,BP-1129045,FrancProveCavaillon,8/21/2016
CA-2016-JP15520140-41142,JP-155201408,UniteFloriNorth Miami,8/21/2016
CA-2016-DE13255140-41142,DE-132551406,UniteOhioLakewood,8/21/2016
US-2016-CR12625140-41143,CR-126251402,UniteMichiGrand Rapids,8/22/2016
TU-2016-TB11520134-41143,TB-11520134,TurkeNevseNevsehir,8/22/2016
MX-2016-TB2162582-41143,TB-2162582,MexicTamauMadero,8/22/2016
MO-2016-LL684086-41143,LL-684086,MorocGrandCasablanca,8/22/2016
IT-2016-AH1021091-41143,AH-1021091,NetheNorthBreda,8/22/2016
IS-2016-AJ78063-41143,AJ-78063,IsraeJerusJerusalem,8/22/2016
IN-2016-SN2056027-41143,SN-2056027,ChinaBeijiBeijing,8/22/2016
IN-2016-AH100757-41143,AH-100757,AustrWesteBunbury,8/22/2016
ID-2016-EM138107-41143,EM-138107,AustrQueenCaloundra,8/22/2016
ES-2016-MC1810048-41143,MC-1810048,GermaNorthDuisburg,8/22/2016
ES-2016-KN1670545-41143,KN-1670545,FrancAlsacSaint-Avold,8/22/2016
ES-2016-FC14335139-41143,FC-14335139,UniteEnglaLondon,8/22/2016
ES-2016-CC1222045-41143,CC-1222045,FrancNord-Lille,8/22/2016
CA-2016-RH19495140-41143,RH-194951406,UniteNew YNew York City,8/22/2016
CA-2016-RB19645140-41143,RB-196451404,UniteCalifLos Angeles,8/22/2016
CA-2016-AP10915140-41143,AP-109151404,UniteColorDenver,8/22/2016
US-2016-PW1924098-41144,PW-1924098,PanamPanamPanama City,8/23/2016
US-2016-PW1924018-41144,PW-1924018,BraziMaranBarreirinhas,8/23/2016
TX-2016-JJ5760135-41144,JJ-5760135,TurkmMaryMary,8/23/2016
NI-2016-MB730595-41144,MB-730595,NigerBenueMakurdi,8/23/2016
NI-2016-Co264095-41144,Co-264095,NigerLagosLagos,8/23/2016
MZ-2016-SC1005087-41144,SC-1005087,MozamCidadMaputo,8/23/2016
MX-2016-PN1877582-41144,PN-1877582,MexicGuanaLeón,8/23/2016
MX-2016-NG1835582-41144,NG-1835582,MexicNuevoMonterrey,8/23/2016
MX-2016-AH1058518-41144,AH-1058518,BraziMinasIpatinga,8/23/2016
KZ-2016-PR888068-41144,PR-888068,KazakPavloPavlodar,8/23/2016
IZ-2016-DW319561-41144,DW-319561,IraqBaghdBaghdad,8/23/2016
IT-2016-DM1334564-41144,DM-1334564,ItalyPiedmTurin,8/23/2016
IT-2016-CJ1201064-41144,CJ-1201064,ItalyTuscaLucca,8/23/2016
ID-2016-DK12985102-41144,DK-12985102,PhiliNatioManila,8/23/2016
ES-2016-CC12550139-41144,CC-12550139,UniteEnglaHigh Wycombe,8/23/2016
ES-2016-BM1178545-41144,BM-1178545,FrancLanguMontpellier,8/23/2016
CG-2016-EB393033-41144,EB-393033,DemocKinshKinshasa,8/23/2016
CA-2016-RB19645140-41144,RB-196451404,UniteMontaBillings,8/23/2016
CA-2016-JP15460140-41144,JP-154601406,UniteNew YOceanside,8/23/2016
CA-2016-DW13585140-41144,DW-135851408,UniteKentuOwensboro,8/23/2016
TU-2016-BM1140134-41145,BM-1140134,TurkeIstanIstanbul,8/24/2016
MX-2016-CS1195036-41145,CS-1195036,DominSantiSantiago de los Caballeros,8/24/2016
MX-2016-BS1159039-41145,BS-1159039,El SaSan SMejicanos,8/24/2016
IZ-2016-SZ1003561-41145,SZ-1003561,IraqBaghdBaghdad,8/24/2016
IZ-2016-EM409561-41145,EM-409561,IraqArbilArbil,8/24/2016
IT-2016-TS2165591-41145,TS-2165591,NetheNorthAmsterdam,8/24/2016
IT-2016-DL1333091-41145,DL-1333091,NetheSouthThe Hague,8/24/2016
IN-2016-SC206807-41145,SC-206807,AustrNew SNewcastle,8/24/2016
IN-2016-MP1817527-41145,MP-1817527,ChinaHeiloMudanjiang,8/24/2016
IN-2016-CW1190558-41145,CW-1190558,IndiaAndhrGuntur,8/24/2016
IN-2016-CM11935130-41145,CM-11935130,ThailBangkBangkok,8/24/2016
IN-2016-AR1057088-41145,AR-1057088,MyanmYangoYangon,8/24/2016
ID-2016-CS12250102-41145,CS-12250102,PhiliNatioManila,8/24/2016
ES-2016-TS21205139-41145,TS-21205139,UniteScotlPaisley,8/24/2016
ES-2016-TB2125045-41145,TB-2125045,FrancProveMenton,8/24/2016
ES-2016-PM1894045-41145,PM-1894045,FrancPays Vertou,8/24/2016
ES-2016-PC1900064-41145,PC-1900064,ItalyCalabCrotone,8/24/2016
ES-2016-LD1685548-41145,LD-1685548,GermaBadenBaden-Baden,8/24/2016
CA-2016-RC19960140-41145,RC-199601406,UniteOhioColumbus,8/24/2016
CA-2016-MW18220140-41145,MW-182201404,UniteWashiSeattle,8/24/2016
CA-2016-JM15265140-41145,JM-152651404,UniteCalifLos Angeles,8/24/2016
CA-2016-JE15715140-41145,JE-157151402,UniteTexasHouston,8/24/2016
CA-2016-BS11590140-41145,BS-115901406,UniteOhioColumbus,8/24/2016
US-2016-PP18955140-41146,PP-189551406,UniteDelawNewark,8/25/2016
UP-2016-TB11400137-41146,TB-11400137,UkraiDniprDnipropetrovs'k,8/25/2016
IN-2016-SC2057559-41146,SC-2057559,IndonSumatBinjai,8/25/2016
IN-2016-DS1303058-41146,DS-1303058,IndiaKarnaMangalore,8/25/2016
ID-2016-SD20485130-41146,SD-20485130,ThailBangkBangkok,8/25/2016
ES-2016-TB2117545-41146,TB-2117545,FrancIle-dTaverny,8/25/2016
ES-2016-SE2011045-41146,SE-2011045,FrancNord-Roubaix,8/25/2016
ES-2016-SE20110120-41146,SE-20110120,SpainGalicVigo,8/25/2016
ES-2016-SC20380139-41146,SC-20380139,UniteEnglaRochdale,8/25/2016
ES-2016-JL1513045-41146,JL-1513045,FrancAuverVilleurbanne,8/25/2016
ES-2016-EM1381048-41146,EM-1381048,GermaBadenStuttgart,8/25/2016
CA-2016-KB16315140-41146,KB-163151406,UniteDelawNewark,8/25/2016
CA-2016-FM14290140-41146,FM-142901404,UniteCalifLos Angeles,8/25/2016
IN-2016-BP112907-41147,BP-112907,AustrNew SQueanbeyan,8/26/2016
ID-2016-HM14860118-41147,HM-14860118,SouthDaeguDaegu,8/26/2016
ES-2016-VW2177544-41147,VW-2177544,FinlaUusimHelsinki,8/26/2016
ES-2016-TM2101064-41147,TM-2101064,ItalySicilPalermo,8/26/2016
ES-2016-LD1685548-41147,LD-1685548,GermaHambuHamburg,8/26/2016
ES-2016-DO1364564-41147,DO-1364564,ItalyApuliBrindisi,8/26/2016
ES-2016-Co12640139-41147,Co-12640139,UniteEnglaBirmingham,8/26/2016
CA-2016-ZD21925140-41147,ZD-219251404,UniteCalifSan Francisco,8/26/2016
CA-2016-MM17920140-41147,MM-179201408,UniteVirgiSpringfield,8/26/2016
CA-2016-CC12610140-41147,CC-126101408,UniteVirgiSpringfield,8/26/2016
BO-2016-ES402013-41147,ES-402013,BelarBrestBrest,8/26/2016
MX-2016-RA1991518-41149,RA-1991518,BraziRondôVilhena,8/28/2016
MX-2016-HJ1487582-41149,HJ-1487582,MexicQuintCancún,8/28/2016
IT-2016-LH1702091-41149,LH-1702091,NetheDrentEmmen,8/28/2016
IT-2016-KH1663062-41149,KH-1663062,IrelaDubliDublin,8/28/2016
IR-2016-AY55560-41149,AY-55560,IranRazavMashhad,8/28/2016
IN-2016-TZ21445113-41149,TZ-21445113,SingaSingaSingapore,8/28/2016
IN-2016-KC1625558-41149,KC-1625558,IndiaMadhyGwalior,8/28/2016
IN-2016-CC1237092-41149,CC-1237092,New ZWelliLower Hutt,8/28/2016
ID-2016-SM200057-41149,SM-200057,AustrNew SWollongong,8/28/2016
ID-2016-SH2039592-41149,SH-2039592,New ZAucklManukau City,8/28/2016
ID-2016-BM115757-41149,BM-115757,AustrQueenBrisbane,8/28/2016
EG-2016-RB936038-41149,RB-936038,EgyptAl MiAl Minya,8/28/2016
CM-2016-PV898522-41149,PV-898522,CamerCentrYaounde,8/28/2016
CA-2016-RA19945140-41149,RA-199451408,UniteFloriMiami,8/28/2016
CA-2016-HH15010140-41149,HH-150101404,UniteCalifSan Francisco,8/28/2016
BO-2016-DK283513-41149,DK-283513,BelarHrodnLida,8/28/2016
US-2016-KM16660143-41150,KM-16660143,VenezZuliaMaracaibo,8/29/2016
TU-2016-SJ10125134-41150,SJ-10125134,TurkeIstanIstanbul,8/29/2016
SU-2016-DL2865122-41150,DL-2865122,SudanKassaKassala,8/29/2016
SF-2016-JF5355117-41150,JF-5355117,SouthEasteEast London,8/29/2016
RS-2016-JK5730108-41150,JK-5730108,RussiVladiVladimir,8/29/2016
MX-2016-SS2087518-41150,SS-2087518,BraziAmazoManaus,8/29/2016
MX-2016-SN2056018-41150,SN-2056018,BraziSão PTaubaté,8/29/2016
MX-2016-JO1555082-41150,JO-1555082,MexicBaja Tijuana,8/29/2016
KE-2016-MH778569-41150,MH-778569,KenyaNairoNairobi,8/29/2016
IT-2016-MG1787562-41150,MG-1787562,IrelaDubliDublin,8/29/2016
IT-2016-AF1088545-41150,AF-1088545,FrancProveVallauris,8/29/2016
IN-2016-TS2161058-41150,TS-2161058,IndiaTamilCoimbatore,8/29/2016
IN-2016-ST2053058-41150,ST-2053058,IndiaRajasBhilwara,8/29/2016
IN-2016-CA1226527-41150,CA-1226527,ChinaGuangShenzhen,8/29/2016
ID-2016-TZ214457-41150,TZ-214457,AustrSouthAdelaide,8/29/2016
ID-2016-BT11440130-41150,BT-11440130,ThailNakhoNakhon Ratchasima,8/29/2016
EZ-2016-PS904532-41150,PS-904532,CzechPraguPrague,8/29/2016
ES-2016-DL12865139-41150,DL-12865139,UniteEnglaWallasey,8/29/2016
ES-2016-AO10810139-41150,AO-10810139,UniteEnglaChester,8/29/2016
ES-2016-AB1001564-41150,AB-1001564,ItalyVenetVicenza,8/29/2016
CA-2016-AT10735140-41150,AT-107351406,UniteConneBristol,8/29/2016
US-2016-MK17905143-41151,MK-17905143,VenezDistrCaracas,8/30/2016
RS-2016-CC2550108-41151,CC-2550108,RussiDagesDerbent,8/30/2016
MX-2016-DW1358593-41151,DW-1358593,NicarMasayMasaya,8/30/2016
IN-2016-PW1924058-41151,PW-1924058,IndiaTamilChennai,8/30/2016
IN-2016-BD117257-41151,BD-117257,AustrNew SWollongong,8/30/2016
IN-2016-AM10705130-41151,AM-10705130,ThailBangkBangkok,8/30/2016
ID-2016-PC1900059-41151,PC-1900059,IndonJakarJakarta,8/30/2016
ID-2016-LC1693092-41151,LC-1693092,New ZAucklAuckland,8/30/2016
ID-2016-BG1174097-41151,BG-1174097,PakisPunjaLahore,8/30/2016
ES-2016-DO1364548-41151,DO-1364548,GermaNorthWuppertal,8/30/2016
ES-2016-CD1198048-41151,CD-1198048,GermaNorthHerne,8/30/2016
CG-2016-TH1111533-41151,TH-1111533,DemocSouthUvira,8/30/2016
CA-2016-SJ20500140-41151,SJ-205001404,UniteNew MSanta Fe,8/30/2016
SO-2016-SW10755116-41152,SW-10755116,SomalJubbaKismaayo,8/31/2016
MX-2016-TB2105593-41152,TB-2105593,NicarManagManagua,8/31/2016
MX-2016-LB16795101-41152,LB-16795101,PeruAyacuAyacucho,8/31/2016
MX-2016-GP1474093-41152,GP-1474093,NicarLeónLeón,8/31/2016
MX-2016-ES1408082-41152,ES-1408082,MexicDistrMexico City,8/31/2016
IT-2016-PN1877548-41152,PN-1877548,GermaThuriJena,8/31/2016
IT-2016-FH1436596-41152,FH-1436596,NorwaBuskeDrammen,8/31/2016
IN-2016-MN1793527-41152,MN-1793527,ChinaAnhuiHefei,8/31/2016
IN-2016-DL1286592-41152,DL-1286592,New ZTaranNew Plymouth,8/31/2016
ID-2016-BO11425102-41152,BO-11425102,PhiliNatioManila,8/31/2016
ES-2016-EM13960139-41152,EM-13960139,UniteEnglaLiverpool,8/31/2016
ES-2016-DB12910139-41152,DB-12910139,UniteEnglaHigh Wycombe,8/31/2016
ES-2016-CC1261045-41152,CC-1261045,FrancProveMarseille,8/31/2016
EG-2016-JL513038-41152,JL-513038,EgyptAl QaCairo,8/31/2016
CA-2016-LT16765140-41152,LT-167651404,UniteCalifEscondido,8/31/2016
CA-2016-LH16900140-41152,LH-169001406,UniteNew YNew York City,8/31/2016
CA-2016-JS559523-41152,JS-559523,CanadQuebeMontréal,8/31/2016
CA-2016-JL15130140-41152,JL-151301402,UniteTexasHouston,8/31/2016
US-2016-KD16345140-41153,KD-163451406,UniteNew YNew York City,9/1/2016
US-2016-JP155205-41153,JP-155205,ArgenBuenoBuenos Aires,9/1/2016
TU-2016-JE5715134-41153,JE-5715134,TurkeIzmirIzmir,9/1/2016
SA-2016-EH4125110-41153,EH-4125110,SaudiMakkaMecca,9/1/2016
SA-2016-AA375110-41153,AA-375110,SaudiMakkaJeddah,9/1/2016
MX-2016-LT1676593-41153,LT-1676593,NicarManagManagua,9/1/2016
MA-2016-PN877577-41153,PN-877577,MadagHauteFianarantsoa,9/1/2016
IN-2016-WB2185027-41153,WB-2185027,ChinaSichuChengdu,9/1/2016
IN-2016-TH21100102-41153,TH-21100102,PhiliNatioManila,9/1/2016
IN-2016-SC2077058-41153,SC-2077058,IndiaMadhyBhopal,9/1/2016
IN-2016-SB2017027-41153,SB-2017027,ChinaJiangYangzhou,9/1/2016
IN-2016-RB1943558-41153,RB-1943558,IndiaKarnaMangalore,9/1/2016
IN-2016-GA14515102-41153,GA-14515102,PhiliNatioLas Pinas,9/1/2016
IN-2016-BW1120059-41153,BW-1120059,IndonJawa Malang,9/1/2016
IN-2016-BM1157527-41153,BM-1157527,ChinaZhejiNingbo,9/1/2016
IN-2016-AF108707-41153,AF-108707,AustrNew SPort Macquarie,9/1/2016
ES-2016-TS216558-41153,TS-216558,AustrViennVienna,9/1/2016
ES-2016-JJ1544545-41153,JJ-1544545,FrancNord-Wattrelos,9/1/2016
ES-2016-CM1183048-41153,CM-1183048,GermaBadenFriedrichshafen,9/1/2016
CG-2016-SO1033533-41153,SO-1033533,DemocKinshKinshasa,9/1/2016
CA-2016-SC20095140-41153,SC-200951408,UniteArkanFayetteville,9/1/2016
CA-2016-JM16195140-41153,JM-161951406,UniteNew YWatertown,9/1/2016
CA-2016-CV12295140-41153,CV-122951402,UniteIllinChicago,9/1/2016
CA-2016-CL12565140-41153,CL-125651406,UniteNew YNew York City,9/1/2016
CA-2016-BM11785140-41153,BM-117851402,UniteIllinBuffalo Grove,9/1/2016
CA-2016-AG10525140-41153,AG-105251402,UniteTexasHouston,9/1/2016
AU-2016-AG6758-41153,AG-6758,AustrViennVienna,9/1/2016
US-2016-MR17545140-41154,MR-175451402,UniteTexasHouston,9/2/2016
IT-2016-EM13960124-41154,EM-13960124,SwedeVästrGothenburg,9/2/2016
IN-2016-LO1717027-41154,LO-1717027,ChinaFujiaLuoyang,9/2/2016
ES-2016-BF1117096-41154,BF-1117096,NorwaOsloOslo,9/2/2016
CA-2016-AG10390140-41154,AG-103901406,UniteNew YNew York City,9/2/2016
MX-2016-TM2149082-41156,TM-2149082,MexicBaja Tijuana,9/4/2016
MX-2016-LH1715582-41156,LH-1715582,MexicChihuChihuahua,9/4/2016
IZ-2016-CA231061-41156,CA-231061,IraqNinawMosul,9/4/2016
IN-2016-JM1553558-41156,JM-1553558,IndiaMaharSolapur,9/4/2016
IN-2016-EH13990102-41156,EH-13990102,PhiliNatioManila,9/4/2016
IN-2016-BW1120059-41156,BW-1120059,IndonJawa Bekasi,9/4/2016
ID-2016-TB2105558-41156,TB-2105558,IndiaMaharMumbai,9/4/2016
ES-2016-KB1631545-41156,KB-1631545,FrancIle-dOrsay,9/4/2016
CA-2016-PR18880140-41156,PR-188801408,UniteFloriSaint Petersburg,9/4/2016
CA-2016-NP18700140-41156,NP-187001406,UniteOhioBowling Green,9/4/2016
US-2016-PB1915055-41157,PB-1915055,HonduCortéSan Pedro Sula,9/5/2016
UP-2016-SF10065137-41157,SF-10065137,UkraiDonetDonets'k,9/5/2016
MX-2016-TZ2144551-41157,TZ-2144551,GuateGuateVilla Canales,9/5/2016
MX-2016-DC1285082-41157,DC-1285082,MexicCampeCiudad del Carmen,9/5/2016
MX-2016-BD1160518-41157,BD-1160518,BraziParanColombo,9/5/2016
IT-2016-AG1067591-41157,AG-1067591,NetheNorthAmsterdam,9/5/2016
IR-2016-EB387060-41157,EB-387060,IranKordeSanandaj,9/5/2016
IR-2016-AR51060-41157,AR-51060,IranHormoBandar Abbas,9/5/2016
IN-2016-SB2018559-41157,SB-2018559,IndonJawa Bandung,9/5/2016
IN-2016-MC1757527-41157,MC-1757527,ChinaJiangYancheng,9/5/2016
ID-2016-FC14245118-41157,FC-14245118,SouthSeoulSeoul,9/5/2016
ES-2016-SO20335139-41157,SO-20335139,UniteEnglaDudley,9/5/2016
ES-2016-MR1754564-41157,MR-1754564,ItalyEmiliReggio nell'Emilia,9/5/2016
ES-2016-BM1165045-41157,BM-1165045,FrancCentrDreux,9/5/2016
CA-2016-VP21760140-41157,VP-217601404,UniteCalifSan Francisco,9/5/2016
US-2016-RB1943518-41158,RB-1943518,BraziBahiaSalvador,9/6/2016
US-2016-CA127755-41158,CA-127755,ArgenChacoResistencia,9/6/2016
RO-2016-KN6705107-41158,KN-6705107,RomanBacauBacau,9/6/2016
MX-2016-TC2098051-41158,TC-2098051,GuateGuateChinautla,9/6/2016
MX-2016-BT1130582-41158,BT-1130582,MexicCoahuTorreón,9/6/2016
KE-2016-RB946569-41158,RB-946569,KenyaCoastMombasa,9/6/2016
IZ-2016-KC667561-41158,KC-667561,IraqNinawMosul,9/6/2016
IN-2016-PB192107-41158,PB-192107,AustrVictoGeelong,9/6/2016
IN-2016-GT1471058-41158,GT-1471058,IndiaGujarVadodara,9/6/2016
ES-2016-GT14635120-41158,GT-14635120,SpainCastiSalamanca,9/6/2016
CA-2016-TB21400140-41158,TB-214001402,UniteOklahTulsa,9/6/2016
CA-2016-SZ20035140-41158,SZ-200351402,UniteTexasHouston,9/6/2016
CA-2016-SS20410140-41158,SS-204101402,UniteIllinOswego,9/6/2016
CA-2016-SB20290140-41158,SB-202901406,UnitePennsPhiladelphia,9/6/2016
CA-2016-RB19465140-41158,RB-194651402,UniteOklahTulsa,9/6/2016
CA-2016-LR17035140-41158,LR-170351404,UniteCalifSanta Clara,9/6/2016
CA-2016-DK13375140-41158,DK-133751406,UniteNew YNew York City,9/6/2016
ZA-2016-DB3360146-41159,DB-3360146,ZambiCoppeKitwe,9/7/2016
US-2016-SV208155-41159,SV-208155,ArgenBuenoBuenos Aires,9/7/2016
US-2016-MS1753036-41159,MS-1753036,DominEspaiMoca,9/7/2016
US-2016-LH17020140-41159,LH-170201402,UniteTexasTyler,9/7/2016
TU-2016-JL5130134-41159,JL-5130134,TurkeIstanIstanbul,9/7/2016
TU-2016-CV2805134-41159,CV-2805134,TurkeIstanIstanbul,9/7/2016
NI-2016-PO886595-41159,PO-886595,NigerLagosLagos,9/7/2016
NI-2016-LD700595-41159,LD-700595,NigerKanoKano,9/7/2016
MX-2016-SP2092018-41159,SP-2092018,BraziPernaPalmares,9/7/2016
MX-2016-MM1828051-41159,MM-1828051,GuateGuateMixco,9/7/2016
MX-2016-AB1025582-41159,AB-1025582,MexicJalisTlaquepaque,9/7/2016
IR-2016-SM1095060-41159,SM-1095060,IranKermaKermanshah,9/7/2016
IR-2016-CC267060-41159,CC-267060,IranTehraTehran,9/7/2016
IN-2016-TC2153566-41159,TC-2153566,JapanTokyoTokyo,9/7/2016
IN-2016-MF1825088-41159,MF-1825088,MyanmYangoYangon,9/7/2016
IN-2016-JK160907-41159,JK-160907,AustrQueenGold Coast,9/7/2016
IN-2016-Dl13600130-41159,Dl-13600130,ThailBangkBangkok,9/7/2016
ES-2016-RC19960139-41159,RC-19960139,UniteEnglaLondon,9/7/2016
ES-2016-JH1591048-41159,JH-1591048,GermaNorthOberhausen,9/7/2016
ES-2016-ER13855120-41159,ER-13855120,SpainGalicLugo,9/7/2016
ES-2016-DP1316545-41159,DP-1316545,FrancAquitBordeaux,9/7/2016
ES-2016-BD1177045-41159,BD-1177045,FrancIle-dNeuilly-sur-Seine,9/7/2016
ES-2016-AR1051045-41159,AR-1051045,FrancProveToulon,9/7/2016
CA-2016-TT21070140-41159,TT-210701408,UniteVirgiChesapeake,9/7/2016
CA-2016-TS21340140-41159,TS-213401404,UniteCalifSan Francisco,9/7/2016
CA-2016-SP20620140-41159,SP-206201406,UniteNew YLong Beach,9/7/2016
CA-2016-PP18955140-41159,PP-189551406,UniteNew YNew York City,9/7/2016
CA-2016-MC17275140-41159,MC-172751404,UniteWashiPasco,9/7/2016
CA-2016-KT16465140-41159,KT-164651402,UniteTexasHouston,9/7/2016
CA-2016-KC16255140-41159,KC-162551408,UniteGeorgMacon,9/7/2016
CA-2016-GZ14470140-41159,GZ-144701404,UniteCalifSan Francisco,9/7/2016
CA-2016-DP13390140-41159,DP-133901404,UniteCalifSan Francisco,9/7/2016
CA-2016-BM11140140-41159,BM-111401402,UniteTexasSan Antonio,9/7/2016
US-2016-NF18595140-41160,NF-185951406,UniteOhioLancaster,9/8/2016
US-2016-HM1498055-41160,HM-1498055,HonduAtlánLa Ceiba,9/8/2016
US-2016-DL12925140-41160,DL-129251408,UniteNorthGreenville,9/8/2016
MX-2016-PH1879018-41160,PH-1879018,BraziRio GIjuí,9/8/2016
MX-2016-ND1837028-41160,ND-1837028,ColomCaqueFlorencia,9/8/2016
MX-2016-DB1355582-41160,DB-1355582,MexicChiapTuxtla Gutiérrez,9/8/2016
MX-2016-BD1132018-41160,BD-1132018,BraziRio dSão Gonçalo,9/8/2016
IN-2016-CS119507-41160,CS-119507,AustrVictoMelbourne,9/8/2016
IN-2016-CM118157-41160,CM-118157,AustrSouthAdelaide,9/8/2016
ES-2016-MY182958-41160,MY-182958,AustrTyrolInnsbruck,9/8/2016
ES-2016-CD1279064-41160,CD-1279064,ItalyLazioRome,9/8/2016
CA-2016-RR19525140-41160,RR-195251406,UniteMassaLowell,9/8/2016
CA-2016-RA988523-41160,RA-988523,CanadOntarNorth York,9/8/2016
CA-2016-MS17365140-41160,MS-173651402,UniteMichiDetroit,9/8/2016
CA-2016-LC17140140-41160,LC-171401406,UnitePennsPhiladelphia,9/8/2016
CA-2016-CC12220140-41160,CC-122201402,UniteIllinChicago,9/8/2016
US-2016-DA13450140-41161,DA-134501408,UniteVirgiVirginia Beach,9/9/2016
TO-2016-MC7845131-41161,MC-7845131,TogoMaritLome,9/9/2016
RS-2016-MM8055108-41161,MM-8055108,RussiDagesMakhachkala,9/9/2016
IN-2016-TS2134058-41161,TS-2134058,IndiaMaharDurgapur,9/9/2016
ID-2016-GM1468059-41161,GM-1468059,IndonSulawManado,9/9/2016
ES-2016-DB1361548-41161,DB-1361548,GermaHesseOffenbach,9/9/2016
CA-2016-SF20065140-41161,SF-200651406,UniteNew JClifton,9/9/2016
CA-2016-CL12565140-41161,CL-125651404,UniteOregoGresham,9/9/2016
IZ-2016-RB946561-41162,RB-946561,IraqNinawMosul,9/10/2016
IN-2016-RR1952527-41162,RR-1952527,ChinaShangShanghai,9/10/2016
CA-2016-LW17125140-41162,LW-171251404,UniteCalifOxnard,9/10/2016
US-2016-TA21385140-41163,TA-213851402,UniteKansaOlathe,9/11/2016
US-2016-SC200505-41163,SC-200505,ArgenProviLa Plata,9/11/2016
US-2016-PT19090140-41163,PT-190901402,UniteTexasHouston,9/11/2016
TZ-2016-CJ1875129-41163,CJ-1875129,TanzaDar EDar es Salaam,9/11/2016
NI-2016-DK298595-41163,DK-298595,NigerKanoKano,9/11/2016
MX-2016-JS1568593-41163,JS-1568593,NicarChinaChinandega,9/11/2016
MX-2016-JL1517582-41163,JL-1517582,MexicTamauTampico,9/11/2016
MX-2016-JH1582039-41163,JH-1582039,El SaSan SCuscatancingo,9/11/2016
MX-2016-AJ1094582-41163,AJ-1094582,MexicSonorHermosillo,9/11/2016
MX-2016-AC1061551-41163,AC-1061551,GuateChimaChimaltenango,9/11/2016
LY-2016-BN151574-41163,BN-151574,LibyaBanghBenghazi,9/11/2016
IT-2016-TS2120591-41163,TS-2120591,NetheNorthBreda,9/11/2016
